ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
415,Marie,Hair,65,Female,25,190,192,0,4,383,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I scarred my torso when I was 20,Do you have any shared friends with Oscar Cassidy?,No. Oscar and I don't share any friends,Who were your parents?,My mother was Alicia and my father was Grayson,How many friends do you have?,I have 4 friends,Farmer
416,Kaitlyn,Muldoon,65,Female,24,235,256,0,3,414,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was David Cassidy,Do you have any injuries to your head?,I've never had any serious injuries to my head,Farmer
417,Nicole,Mcghie,65,Female,35,248,224,1,4,422,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Ruaridh Skinner?,No. Ruaridh and I don't share any friends,Weaver
418,Adele,Compton,65,Female,35,249,230,0,4,434,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Victoria and my father was Jaxon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Weaver
419,Amelie,Morris,66,Female,34,180,162,3,3,409,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Ryan Ferry,What is your eldest sibling's age?,My eldest sibling is Harley who was born 62 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,Farmer
420,Lindsey,Cassidy,66,Female,34,214,198,2,4,385,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your torso?,I scarred my torso when I was 23,How old was your mother when she had you?,My mother was 42 years old when she had me,Do you have any shared friends with Iain Noon?,No. Iain and I don't share any friends,Who were your parents?,My mother was Paula and my father was Ian,Housewife
421,Theodore,Roy,66,Male,34,283,290,0,4,454,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Adele Compton,Smith
422,Bradley,Mcghie,66,Male,34,298,305,1,4,417,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Alex who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 22 years old when she had me,Smith
423,Arthur,Hewitt,66,Male,34,314,293,2,4,426,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 19,Do you have any shared friends with Evan Muldoon?,No. Evan and I don't share any friends,Who were your parents?,My mother was Leah and my father was Bruce,How many friends do you have?,I have 4 friends,Hunter
424,Russell,Stanners,67,Male,33,250,277,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Oscar Cassidy,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is William who was born 1 years after me,Farmer
425,Alasdair,Noon,67,Male,33,259,272,0,3,450,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Ruaridh Skinner?,No. Ruaridh and I don't share any friends,Farmer
426,Isabella,Hewitt,67,Female,33,296,294,2,4,423,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Hope and my father was Keiran,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Housewife
427,Oliver,Garner,68,Male,32,218,206,0,4,Single,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 32,Who was your first friend?,My first friend was Owen Wales,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Farmer
428,Hanna,Noon,68,Female,32,245,247,0,4,395,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Violet Gault?,No. Violet and I don't share any friends,Who were your parents?,My mother was Elizabeth and my father was Logan,Weaver
429,William,Stanners,68,Male,32,250,277,1,4,470,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Anna Nelson,Hunter
430,Anna,Nelson,68,Female,32,280,287,0,4,401,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Morven who was born 11 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 27 years old when she had me,Housewife
431,Alex,Cheung,68,Female,32,298,305,1,4,394,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Ailsa Nelson?,No. Ailsa and I don't share any friends,Who were your parents?,My mother was Lorraine and my father was Brandon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Housewife
432,Conner,Gault,69,Male,31,201,231,2,4,447,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 39 when he died,Who was your first friend?,My first friend was Harry Mcghie,What is your eldest sibling's age?,My eldest sibling is Alex who was born 49 years old,How old was your mother when she died?,My mother is actually still alive,Farmer
433,Cerys,Cheung,69,Female,31,257,246,2,4,436,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I lost my right leg when I was 21,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Elizabeth Gault?,No. Elizabeth and I don't share any friends,Farmer
434,Lachlan,Compton,69,Male,31,320,322,0,4,418,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 23,Who were your parents?,My mother was Kathleen and my father was Elliot,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Soldier
435,Keira,Cassidy,70,Female,30,275,271,1,4,410,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Nicola Evans,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Nieve who was born 13 years after me,How old was your mother when she died?,My mother is actually still alive,Farmer
436,Gordon,Cheung,70,Male,30,328,308,2,4,433,INTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Blair Drummond?,No. Blair and I don't share any friends,Who were your parents?,My mother was Evie and my father was Max,Soldier
437,Kristopher,Mcghie,71,Male,28,207,219,2,4,457,INTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Isabella Hewitt,Farmer
438,Daryl,Little,71,Male,29,304,315,1,4,485,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Sara?,I married Sara when I was 27 and they were 18,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lewis who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,Farmer
